"","variables","CAM5ATRAS","CESM1","E3SM","GEOS","GFDL","GISS","NorESM2"
"1","rlut",2504952163126.08,6772121406445.2,5739088166537.83,729131450270.13,6810136619745.24,4658852643478.42,11022552358448
"2","rsut",4188244678265.68,24599509006226.2,4707115512980.97,2133456714047.04,6204841771232.57,6135887384575.82,7128230680344.09
"3","rlutcs",1149120073304.9,4710372995656.61,4171603143179.21,67492274656.0824,3069083236493.83,1377193622301.09,2678322092969.23
"4","rsutcs",1549811344170.23,3224192566323.2,2500736462131.44,615324473111.495,1259341817982.59,1155707229780.83,3256995376313.89
"5","net_rad",6693196841391.76,31371630412671.4,10446203679518.8,2862588164317.17,13014978390977.8,10794740028054.2,18150783038792.1
